Retron (sub)b	msr/msd familiyc	Cluster/domaind	Accesione
 I-C1	 IC	RT-Toprim (DXD)	fig|573.10028.peg.542
 I-C1	 IC	RT-Toprim (DXD)	fig|749537.3.peg.218
 I-C1	 IC	RT-Toprim (DXD)	ANK06786.1
 I-C1	 IC	RT-Toprim (DXD)	fig|670.880.peg.975
 I-C1		RT-Toprim (DXD)	fig|1192730.4.peg.3
 I-C1	 IC	RT-Toprim (DXD)	fig|1224144.4.peg.4030
 I-C1		na	fig|568766.10.peg.2937
 I-C1	 IC	RT-Toprim (DXD)	fig|1076549.3.peg.4260
 I-C1	 IC	RT-Toprim (DXD)	fig|548.102.peg.3401
 I-C1	 IC	RT-Toprim (DXD)	fig|630.90.peg.1795
 I-C2	 IC	RT-Toprim (DXE)	fig|79883.5.peg.266
 I-C2	 IC	RT-Toprim (DXE)	fig|180861.3.peg.3762
 I-C2	 IC	RT-Toprim (DXE)	fig|1390.157.peg.339
 I-C2	 IC	RT-Toprim (DXE)	fig|293386.15.peg.304
 I-C2	 IC	RT-Toprim (DXE)	fig|1053181.3.peg.3820
 I-C2	 IC	RT-Toprim (DXE)	fig|1884375.3.peg.681
 I-C2	 IC	RT-Toprim (DXE)	fig|334735.5.peg.923
 I-C2	 IC	RT-Toprim (DXE)	fig|79884.3.peg.1120
 I-C2	 IC	RT-Toprim (DXE)	fig|1628206.3.peg.4802
 I-C2	 IC	RT-Toprim (DXE)	fig|1396.1605.peg.6235
 I-C2	 IC	RT-Toprim (DXE)	fig|182710.3.peg.317
 I-C2	 IC	RT-Toprim (DXE)	fig|860.10.peg.486
 I-C2	 IC	RT-Toprim (DXE)	fig|1855308.3.peg.1467
 I-C2	 IC	RT-Toprim (DXE)	fig|931626.3.peg.151
 I-C2	 IC	RT-Toprim (DXE)	fig|1965575.3.peg.2547
 I-C2	 IC	RT-Toprim (DXE)	fig|1352.2757.peg.71
 I-C2	 IC	RT-Toprim (DXE)	fig|1299895.3.peg.900
 I-C2	 IC	RT-Toprim (DXE)	fig|53346.29.peg.1591
 I-C2	 IC	RT-Toprim (DXE)	fig|1649188.10.peg.1545
 I-C2	 IC	RT-Toprim (DXE)	fig|158847.6.peg.432
 I-C2	 IC	RT-Toprim (DXE)	fig|1121289.3.peg.2775
 I-C2	 IC	RT-Toprim (DXE)	fig|1950885.3.peg.858
 I-C2	 IC	RT-Toprim (DXE)	fig|1965576.3.peg.1978
 I-C2		RT-Toprim (DXE)	fig|1952416.3.peg.1629
 I-C2	 IC	RT-Toprim (DXE)	fig|1262803.3.peg.8
 I-C2	 IC	RT-Toprim (DXE)	fig|28037.216.peg.60
 I-C2	 IC	RT-Toprim (DXE)	fig|1074052.3.peg.33
 I-C2	 IC	RT-Toprim (DXE)	fig|1304.207.peg.1536
 I-C2	 IC	RT-Toprim (DXE)	fig|1154859.3.peg.955
 I-C2	 IC	RT-Toprim (DXE)	fig|1080071.3.peg.332
 I-C2	 IC	RT-Toprim (DXE)	fig|1139219.3.peg.2194
 I-C2	 IC	RT-Toprim (DXE)	fig|1834176.3.peg.811
 I-C2	 IC	RT-Toprim (DXE)	fig|1622.15.peg.947
 I-C2	 IC	RT-Toprim (DXE)	fig|565651.6.peg.1942
 I-C2	 IC	RT-Toprim (DXE)	fig|1473546.3.peg.703
 I-C2		na	fig|37734.13.peg.137
 I-C2	 IC	RT-Toprim (DXE)	fig|492670.92.peg.623
 I-C2	 IC	RT-Toprim (DXE)	fig|1639.1907.peg.2641
 I-C2	 IC	RT-Toprim (DXE)	fig|1123489.3.peg.170
 I-C2	 IC	RT-Toprim (DXE)	fig|1280687.3.peg.1880
 I-C2	 IC	RT-Toprim (DXE)	fig|1262889.3.peg.680
 I-C2	 IC	RT-Toprim (DXE)	fig|1235800.3.peg.2226
 I-C2	 IC	RT-Toprim (DXE)	fig|1897035.3.peg.445
 I-C2	 IC	RT-Toprim (DXE)	fig|199.588.peg.774
 I-C2	 IC	RT-Toprim (DXE)	fig|1111133.4.peg.219
 I-C2	 IC	RT-Toprim (DXE)	fig|936589.3.peg.875
 I-C2		na	WP_070600378.1
 I-C2	 IC	RT-Toprim (DXE)	fig|1896998.3.peg.1750
 I-C2	 IC	RT-Toprim (DXE)	fig|41170.3.peg.3013
 I-C2	 IC	RT-Toprim (DXE)	fig|59620.44.peg.897
 I-C2		na	fig|1262843.3.peg.313
 I-C2		na	fig|1262834.3.peg.1287
 I-C2	 IC	na	fig|1256219.3.peg.760
 I-C2	 IC	na	fig|115778.31.peg.1994
 I-C2	 IC	na	fig|29385.174.peg.531
 I-C2	 IC	na	fig|1295.21.peg.75
 I-C2	 IC	na	fig|148814.13.peg.1360
 I-C2	 IC	na	fig|1282.1242.peg.673
 I-C2	 IC	na	fig|1581078.3.peg.1186
 I-C2	 IC	RT-Toprim (DXE)	fig|1891097.3.peg.280
 I-C2		na	WP_080703103.1
 I-C2	 IC	RT-Toprim (DXE)	fig|1214184.3.peg.1129
 I-C2		RT-Toprim (DXE)	fig|1154771.3.peg.209
 I-C2	 IC	RT-Toprim (DXE)	fig|1415765.3.peg.1578
 I-C2	 IC	RT-Toprim (DXE)	fig|1581074.3.peg.720
 I-C2	 IC	RT-Toprim (DXE)	fig|1349.233.peg.712
 I-C2	 IC	RT-Toprim (DXE)	fig|1946281.3.peg.392
 I-C2	 IC	RT-Toprim (DXE)	fig|1328309.5.peg.1889
 I-C2	 IC	RT-Toprim (DXE)	fig|1214190.3.peg.2034
 I-C2	 IC	RT-Toprim (DXE)	fig|29385.135.peg.2098
 I-C2	 IC	RT-Toprim (DXE)	fig|1715184.3.peg.1265
 XI		RT-Protease	fig|1881068.3.peg.2940
 XI		RT-Protease	fig|1522072.3.peg.3829
 XI		RT-Protease	fig|1802172.3.peg.237
 XI		RT-Protease	fig|1128204.3.peg.2189
 XI		RT-Protease	fig|1708715.5.peg.4517
 XI		RT-Protease	fig|195105.3.peg.2062
 XI		RT-Protease	fig|1283312.3.peg.4182
 XI		RT-Protease	fig|1120654.4.peg.406
 XI		RT-Protease	fig|529.36.peg.3144
 XI		RT-Protease	fig|1194716.3.peg.4774
 XI		RT-Protease	fig|1660088.4.peg.2967
 XI		np	fig|1951259.3.peg.2515
 XI		RT-Protease	fig|1912891.5.peg.2102
 XI		RT-Protease	fig|1670800.3.peg.1844
 XI		RT-Protease	fig|2032658.3.peg.157
 XI		RT-Protease	fig|1819565.5.peg.2208
 XI		RT-Protease	fig|1245469.3.peg.1160
 XI		RT-Protease	fig|1615890.4.peg.173
 XI		RT-Protease	fig|56454.3.peg.3464
 XI		RT-Protease	fig|40324.384.peg.1060
 XI		RT-Protease	fig|1801972.3.peg.1832
 XI		RT-Protease	fig|1978765.3.peg.3488
 XI		np	fig|2009322.3.peg.2770
 XI		RT-Protease	fig|1325564.3.peg.3733
 XII		RT-TIR	fig|43662.9.peg.1688
 XII		RT-TIR	fig|670.134.peg.4439
 XII		RT-TIR	fig|998520.3.peg.3325
 XII		RT-TIR	fig|1723759.3.peg.401
 XII		RT-TIR	fig|672.133.peg.585
 XII		RT-TIR	fig|1324960.19.peg.585
 XII		RT-TIR	fig|196024.16.peg.3965
 XII		RT-TIR	fig|654.27.peg.4266
 XII		RT-TIR	fig|1802253.3.peg.1045
 XII		RT-TIR	fig|636.16.peg.3905
 XII		RT-TIR	fig|1124958.3.peg.5012
 XII		RT-TIR	fig|573.10007.peg.225
 XII		RT-TIR	fig|1946737.3.peg.4002
 XII		RT-TIR	fig|1398203.3.peg.3712
 XII		RT-TIR	fig|615.247.peg.2151
 XII		RT-TIR	fig|52441.3.peg.3752
 XII		RT-TIR	fig|1951948.3.peg.242
 XI		RT-Protease	fig|165186.29.peg.27
 XI		RT-Protease	fig|2013842.3.peg.1881
 XI		RT-Protease	fig|411484.7.peg.436
 XI		RT-Protease	fig|460384.4.peg.447
 XI		RT-Protease	fig|1761781.3.peg.2961
 XI		RT-Protease	fig|1451.25.peg.614
 XI		RT-Protease	fig|1776378.3.peg.2009
 XI		RT-Protease	fig|1866315.3.peg.2122
 XI		RT-Protease	fig|1034836.4.peg.4077
 XI		RT-Protease	fig|1397.14.peg.5097
 XI		RT-Protease	fig|1497681.5.peg.772
 XI		RT-Protease	fig|1053224.3.peg.4333
 XI		RT-Protease	fig|1374.4.peg.2798
 XI		RT-Protease	fig|458233.11.peg.419
 XI		RT-Protease	fig|417368.6.peg.944
 XI		RT-Protease	fig|1353.16.peg.736
 XI		RT-Protease	fig|1639.1307.peg.2578
 XI		RT-Protease	fig|1649188.4.peg.450
 XI		RT-Protease	fig|333990.5.peg.1279
 XI		RT-Protease	fig|1121085.3.peg.4805
 XI		RT-Protease	fig|659243.6.peg.1163
 I-C3		RT-Toprim (DXD)	fig|1965645.3.peg.1428
 I-C3		RT-Toprim (DXD)	fig|1950664.3.peg.363
 I-C3		na	fig|681398.3.peg.1596
 I-C3		RT-Toprim (DXD)	fig|1947481.3.peg.1596
 I-C3		RT-Toprim (DXD)	fig|1946424.3.peg.2345
 I-C3		RT-Toprim (DXD)	fig|188932.3.peg.968
 I-C3		RT-Toprim (DXD)	fig|505249.7.peg.1802
 I-C3		RT-Toprim (DXD)	fig|1802259.3.peg.374
 I-C3		RT-Toprim (DXD)	fig|1872629.13.peg.663
 I-C3		RT-Toprim (DXD)	fig|497650.4.peg.949
 XII		RT-TIR	fig|1981711.3.peg.707
 XII		RT-TIR	fig|287.926.peg.3808
 XII		RT-TIR	fig|157782.3.peg.183
 XII		RT-TIR	fig|1225174.5.peg.576
 XII		RT-TIR	fig|237610.8.peg.4301
 XII		RT-TIR	fig|1116369.3.peg.182
 XII		na	WP_080858354.1
 XII		RT-TIR	fig|1679460.3.peg.2715
 XII		na	fig|1811547.3.peg.510
 XII		RT-TIR	fig|93684.8.peg.518
 XII		RT-TIR	EMZ69714.1
 XII		RT-TIR	fig|103796.87.peg.3165
 XII		RT-TIR	WP_078828851.1
 XII		RT-TIR	fig|2018067.3.peg.1734
 XII		RT-TIR	fig|294.255.peg.5151
 XII		RT-TIR	fig|287.4271.peg.5445
 XII		RT-TIR	fig|46677.3.peg.3237
 XII		RT-TIR	fig|83964.10.peg.849
 XII		RT-TIR	fig|1932113.4.peg.2793
 XII		RT-TIR	fig|1712677.3.peg.189
 XII		RT-TIR	fig|1479235.3.peg.2741
 XII		RT-TIR	fig|227946.12.peg.3247
 XII		RT-TIR	fig|40324.220.peg.2801
 XII		RT-TIR	fig|227946.13.peg.35
 XII		RT-TIR	fig|487909.15.peg.4212
 XII		RT-TIR	fig|40324.145.peg.2120
 XII		RT-TIR	fig|1182783.3.peg.8
 XII		RT-TIR	fig|1736581.3.peg.4144
 XII		RT-TIR	fig|470.4256.peg.2128
 XII		na	fig|1804984.3.peg.4735
 XII		RT-TIR	fig|1882792.3.peg.5959
 XII		RT-TIR	fig|1458357.5.peg.7849
 XI		RT-Protease	fig|674703.3.peg.3992
 XI		RT-Protease	fig|1230476.3.peg.595
 XI		RT-Protease	fig|1752222.3.peg.1730
 XI		RT-Protease	fig|1948848.3.peg.320
 XI		RT-Protease	fig|1860092.3.peg.3966
 XI		RT-Protease	fig|398.7.peg.3301
 XI		RT-Protease	fig|418630.3.peg.960
 XI		RT-Protease	fig|56.40.peg.5712
 XI		RT-Protease	fig|1660160.3.peg.2510
 XI		RT-Protease	fig|1661042.3.peg.2224
 XI		RT-Protease	fig|1712678.3.peg.4198
 XI		RT-Protease	fig|1736561.3.peg.128
 XI		RT-Protease	fig|76760.8.peg.1730
 XI		RT-Protease	fig|1295133.4.peg.7170
 XI		RT-Protease	fig|1718917.3.peg.3132
 XI		RT-Protease	fig|237306.3.peg.591
 XI		RT-Protease	fig|1079060.3.peg.1479
 XI		RT-Protease	fig|1981714.3.peg.1068
 XI		RT-Protease	fig|1419583.3.peg.4516
 XI		RT-Protease	fig|1718918.3.peg.4166
 XI		RT-Protease	fig|64988.7.peg.76
 XI		RT-Protease	fig|1961564.3.peg.685
 XI		RT-Protease	fig|2004648.3.peg.1747
 XI		RT-Protease	fig|1080187.3.peg.399
 XI		RT-Protease	fig|76114.8.peg.258
 XI		RT-Protease	fig|196367.9.peg.6286
 XI		RT-Protease	fig|1217418.3.peg.694
 XI		RT-Protease	fig|1752216.3.peg.4007
 XI		RT-Protease	fig|1249621.3.peg.3614
 XI		RT-Protease	fig|179879.8.peg.6514
 XI		RT-Protease	fig|1246301.3.peg.4482
 XI		RT-Protease	WP_092746164.1
 XI		np	fig|536.30.peg.857
 XI		RT-Protease	fig|1961112.3.peg.115
 XI		RT-Protease	fig|44574.5.peg.4575
 XI		RT-Protease	fig|265901.4.peg.190
 XI		RT-Protease	fig|80852.21.peg.1289
 XI		RT-Protease	fig|1136159.3.peg.2534
 XI		RT-Protease	fig|24.6.peg.4539
 XI		RT-Protease	fig|888433.3.peg.1974
 XI		RT-Protease	fig|196024.6.peg.3651
 XI		RT-Protease	fig|1352943.3.peg.5028
 XI		RT-Protease	WP_088124663.1
 XI		RT-Protease	fig|29497.15.peg.1220
 XI		RT-Protease	fig|670.413.peg.1227
 XI		RT-Protease	fig|584.91.peg.3337
 XI		RT-Protease	fig|263819.5.peg.201
 XI		RT-Protease	fig|1656094.3.peg.1449
 XI		RT-Protease	fig|634.5.peg.607
 XI		RT-Protease	fig|630.85.peg.4080
 XI		RT-Protease	fig|1212491.3.peg.1847
 XI		RT-Protease	fig|1498499.3.peg.2812
 XI		RT-Protease	fig|1844092.4.peg.3143
 XI		RT-Protease	fig|1441629.3.peg.2119
 XI		RT-Protease	WP_092369835.1
 XI		RT-Protease	fig|477228.3.peg.2040
 XI		RT-Protease	fig|317.249.peg.4299
 XI		RT-Protease	fig|1597.16.peg.2055
 III-A3	 IIIIA3	67_3	fig|1184720.6.peg.2708
 III-A3	 IIIIA3	67_3	fig|1566263.3.peg.185
 III-A3	 IIIIA3	67_3	fig|1951216.3.peg.1622
 III-A3		67_3	fig|1219052.3.peg.3572
 III-A3	 IIIIA3	67_3	fig|376620.8.peg.122
 III-A3	 IIIIA3	67_3	fig|1736587.3.peg.2638
 III-A3	 IIIIA3	67_3	WP_011269850.1
 III-A3	 IIIIA3	67_3	fig|1195246.3.peg.467
 III-A3	 IIIIA3	67_3	fig|1931276.3.peg.1294
 III-A3	 IIIIA3	67_3	fig|1931204.4.peg.12
 III-A3	 IIIIA3	67_3	fig|2052957.3.peg.3497
 III-A3	 IIIIA3	67_3	fig|1952825.3.peg.2772
 III-A3	 IIIIA3	67_3	fig|1189622.3.peg.1716
 III-A3	 IIIIA3	67_3	fig|294.173.peg.2741
 III-A3	 IIIIA3	67_3	fig|294.122.peg.3307
 III-A3	 IIIIA3	67_3	fig|1198456.3.peg.4053
 III-A3	 IIIIA3	67_3	fig|1855380.3.peg.1951
 III-A3		67_3	fig|1144330.3.peg.3879
 III-A3	 IIIIA3	67_3	fig|86265.3.peg.2799
 III-A3	 IIIIA3	67_3	fig|1881035.3.peg.3817
 III-A3	 IIIIA3	67_3	fig|511.8.peg.774
 III-A3	 IIIIA3	67_3	fig|1095552.3.peg.2955
 III-A3	 IIIIA3	67_3	fig|1690268.3.peg.1172
 III-A3	 IIIIA3	67_3	fig|871652.3.peg.1451
 III-A3	 IIIIA3	np	fig|1946868.3.peg.175
 III-A3	 IIIIA3	67_3	fig|1924940.3.peg.1147
 III-A3	 IIIIA3	67_3	fig|1912891.7.peg.5370
 III-A3	 IIIIA3	67_3	fig|1236503.3.peg.1539
 III-A3	 IIIIA3	67_3	fig|1745182.3.peg.1942
 III-A3	 IIIIA3	ni	fig|1112.5.peg.2875
 III-A3	 IIIIA3	67_3	WP_051585410.1
 III-A3	 IIIIA3	67_3	fig|1082931.4.peg.3584
 III-A3	 IIIIA3	67_3	fig|1907665.3.peg.5475
 III-A3	 IIIIA3	67_3	fig|1841652.4.peg.3782
 III-A3	 IIIIA3	67_3	fig|1736312.3.peg.3441
 III-A3		67_3	fig|1768770.3.peg.4687
 III-A3	 IIIIA3	67_3	fig|355591.9.peg.1867
 III-A3	 IIIIA3	67_3	fig|1869214.4.peg.1848
 III-A3	 IIIIA3	67_3	fig|1946470.3.peg.3546
 III-A3	 IIIIA3	67_3	fig|1860090.3.peg.231
 III-A3	 IIIIA3	67_3	fig|2020902.8.peg.1814
 III-A3	 IIIIA3	67_3	fig|940286.3.peg.3612
 III-A3		67_3	fig|1736380.3.peg.1842
 III-A3		na	fig|665126.3.peg.2283
 III-A3	 IIIIA3	67_3	fig|2029410.3.peg.1956
 III-A3		67_3	WP_003169203.1
 III-A3	 IIIIA3	67_3	fig|1884373.3.peg.3317
 III-A3	 IIIIA3	67_3	fig|989436.3.peg.3203
 III-A3		67_3	fig|1736359.3.peg.3976
 III-A3	 IIIIA3	67_3	fig|104102.12.peg.3797
 III-A3	 IIIIA3	67_3	fig|1500305.3.peg.4736
 III-A3		67_3	fig|1842535.30.peg.6
 III-A3	 IIIIA3	67_3	fig|70775.16.peg.91
 III-A3		67_3	fig|287.4262.peg.2063
 III-A3		67_3	WP_017702484.1
 III-A3	 IIIIA3	67_3	fig|1357292.3.peg.4700
 III-A3	 IIIIA3	67_3	fig|287.2436.peg.3554
 III-A3	 IIIIA3	67_3	fig|76758.3.peg.4722
 III-A3	 IIIIA3	67_3	fig|1904755.3.peg.3469
 III-A3		na	fig|47879.37.peg.693
 III-A3	 IIIIA3	67_3	fig|1771311.3.peg.1935
 III-A3	 IIIIA3	67_3	fig|2008975.3.peg.1976
 III-A3	 IIIIA3	67_3	fig|1259798.3.peg.1121
 III-A3		na	fig|1736487.3.peg.2103
 III-A3		67_3	fig|1706231.5.peg.1557
 III-A3		na	fig|1804984.3.peg.4700
 III-A3		na	fig|54067.3.peg.2925
 III-A3	 IIIIA3	67_3	fig|40324.357.peg.1426
 III-A3	 IIIIA3	67_3	fig|1967657.4.peg.913
 III-A3	 IIIIA3	67_3	fig|573.14330.peg.816
 III-A3	 IIIIA3	67_3	fig|615.357.peg.16
 III-A3		67_3	fig|1122616.3.peg.231
 III-A3		67_3	fig|314276.4.peg.1389
 III-A3	 IIIIA3	67_3	fig|1038921.4.peg.2790
 III-A3	 IIIIA3	67_3	fig|292.72.peg.3280
 III-A3		67_3	fig|1899355.18.peg.947
 III-A3		67_3	fig|2015356.3.peg.5401
 III-A3		na	fig|206665.3.peg.1731
 III-A3	 IIIIA3	67_3	fig|1987165.3.peg.2564
 III-A3	 IIIIA3	67_3	fig|1283312.3.peg.2182
 III-A3	 IIIIA3	67_3	fig|1223566.3.peg.1810
 III-A3	 IIIIA3	67_3	fig|76761.16.peg.744
 III-A3		np	PIY00499.1
 III-A3		na	fig|305.94.peg.4778
 III-A3	 IIIIA3	67_3	fig|1758178.5.peg.2546
 III-A3	 IIIIA3	67_3	fig|1354263.4.peg.2524
 III-A3	 IIIIA3	67_3	fig|1125979.3.peg.1941
 III-A3	 IIIIA3	67_3	fig|1338032.3.peg.3393
 III-A3		67_3	fig|1898112.54.peg.3344
 III-A3		67_3	fig|1432558.3.peg.4265
 III-A3		67_3	fig|333962.3.peg.2767
 III-A3		67_3	fig|60552.10.peg.2414
 III-A3		67_3	WP_011808964.1
 III-A3		67_3	fig|1844107.4.peg.2966
 III-A3		67_3	fig|1952916.3.peg.906
 III-A3		67_3	fig|458817.8.peg.542
 III-A3		na	fig|1674859.3.peg.1291
 III-A3		67_3	fig|1121434.3.peg.22
 III-A3		67_3	fig|1262899.3.peg.286
 III-A3		67_3	fig|57320.3.peg.1084
 III-A3		67_3	fig|1736444.3.peg.3753
 III-A3		67_3	fig|1310670.3.peg.2122
 III-A3		67_3	fig|505345.6.peg.150
 III-A3		na	fig|670.887.peg.4391
 III-A3		67_3	fig|196024.16.peg.2750
 III-A3	 IIIIA3	67_3	fig|663.48.peg.1321
 III-A3		67_3	fig|28141.133.peg.4717
 III-A3		67_3	fig|1117315.3.peg.3
 III-A3		67_3	fig|1917164.4.peg.2739
 III-A3		67_3	fig|2006083.3.peg.3222
 III-A3		67_3	fig|584.227.peg.2146
 III-A3		67_3	fig|1792834.4.peg.1793
 III-A3		67_3	fig|1333513.3.peg.3775
 III-A3		67_3	fig|1305826.3.peg.1246
 III-A3	 IIIIA3	67_3	WP_048809063.1
 III-A3		ni	fig|1987376.3.peg.4246
 III-A3	 IIIIA3	67_3	fig|164115.3.peg.6832
 III-A3		na	fig|285676.33.peg.4994
 III-A3		np	SFF52649.1
 III-A3		np	fig|1100822.3.peg.6408
 III-A3		na	WP_098467790.1
 III-A3		np	fig|1190417.3.peg.2916
 III-A3		67_3	SDS16714.1
 III-A3		67_3	fig|692370.5.peg.1108
 III-A3		67_3	fig|1736370.3.peg.1383
 III-A3	 IIIIA3	67_3	fig|1759074.3.peg.2615
 III-A3	 IIIIA3	67_3	fig|1120928.3.peg.922
 III-A3		67_3	fig|470.4268.peg.2032
 III-A3		67_3	fig|1217627.3.peg.995
 III-A3		67_3	fig|28450.149.peg.5786
 III-A3		67_3	fig|2032650.3.peg.3543
 III-A3		67_3	fig|101571.169.peg.3909
 III-A3		67_3	fig|396597.7.peg.2128
 III-A3	 IIIIA3	67_3	fig|869212.3.peg.3514
 III-A3		67_3	fig|1196083.80.peg.1885
 III-A3		67_3	fig|1304886.3.peg.1257
 III-A3	 IIIIA3	67_3	fig|555.16.peg.1362
 III-A3	 IIIIA3	67_3	fig|1421338.3.peg.151
 III-A3	 IIIIA3	67_3	fig|443144.3.peg.785
 III-A3	 IIIIA3	67_3	fig|1265503.3.peg.1271
 III-A3		67_3	fig|55601.100.peg.1601
 III-A3		67_3	fig|299766.9.peg.4890
 III-A3	 IIIIA3	67_3	fig|243231.5.peg.1360
 III-A2	 IIIIA2	113_4	fig|1263083.3.peg.558
 III-A2	 IIIIA2	113_4	fig|57706.9.peg.1106
 III-A2	 IIIIA2	113_4	fig|1619244.3.peg.1323
 III-A2	 IIIIA2	113_4	SHO56340.1
 III-A2	 IIIIA2	113_4	fig|688.15.peg.906
 III-A2	 IIIIA2	113_4	fig|663.75.peg.4800
 III-A2		113_4	fig|1967612.3.peg.4508
 III-A2		na	fig|82985.3.peg.3508
 III-A2	 IIIIA2	113_4	fig|55207.5.peg.1840
 III-A2	 IIIIA2	113_4	fig|582.25.peg.388
 III-A2	 IIIIA2	113_4	fig|1006598.5.peg.80
 III-A2	 IIIIA2	113_4	fig|82977.3.peg.3268
 III-A2	 IIIIA2	113_4	CRY53703.1
 III-A2	 IIIIA2	113_4	fig|595494.3.peg.706
 III-A2	 IIIIA2	113_4	fig|1217694.3.peg.3300
 III-A2	 IIIIA2	113_4	fig|470.2679.peg.715
 III-A2	 IIIIA2	113_4	fig|1879050.4.peg.2797
 III-A2		113_4	fig|2004650.3.peg.1818
 III-A2	 IIIIA2	113_4	fig|648.80.peg.1405
 III-A2	 IIIIA2	ni	fig|1217722.3.peg.1866
 III-A2	 IIIIA2	np	fig|294.88.peg.4234
 III-A2	 IIIIA2	np	fig|629262.5.peg.1917
 III-A2	 IIIIA2	113_4	WP_053932309.1
 III-A2	 IIIIA2	113_4	fig|1844101.3.peg.4702
 III-A2	 IIIIA2	113_4	fig|380021.13.peg.6149
 III-A2	 IIIIA2	113_4	fig|287.3716.peg.2163
 III-A2	 IIIIA2	113_4	fig|287.3208.peg.1464
 III-A2	 IIIIA2	113_4	fig|1952221.3.peg.555
 III-A2		ni	fig|1869214.3.peg.3542
 III-A2	 IIIIA2	113_4	fig|375286.7.peg.830
 III-A2	 IIIIA2	113_4	fig|536.26.peg.4616
 III-A2	 IIIIA2	113_4	fig|983548.3.peg.2977
 III-A2	 IIIIA2	113_4	fig|307480.5.peg.1780
 III-A2		113_4	fig|1262921.3.peg.2213
 III-A2	 IIIIA2	113_4	fig|1965649.3.peg.4193
 III-A2	 IIIIA2	113_4	fig|1951558.3.peg.3731
 III-A2	 IIIIA2	113_4	fig|1950669.3.peg.2035
 III-A2		113_4	fig|1869230.3.peg.3025
 III-A2		113_4	fig|1500294.3.peg.2814
 III-A2		113_4	fig|1756149.11.peg.2545
 III-A2		113_4	fig|1137281.3.peg.1436
 III-A2	 IIIIA2	113_4	fig|1964365.5.peg.2525
 III-A2	 IIIIA2	113_4	fig|28450.428.peg.5049
 III-A2		113_4	fig|1628751.3.peg.813
 III-A2		113_4	fig|60137.10.peg.1138
 III-A2	 IIIIA2	113_4	fig|1580596.3.peg.2701
 III-A2		np	fig|1041141.4.peg.4741
 III-A2		113_4	WP_063290764.1
 III-A2	 IIIIA2	113_4	fig|1816219.4.peg.1873
 III-A2	 IIIIA2	np	fig|651.3.peg.13
 III-A2	 IIIIA2	113_4	fig|134375.17.peg.3222
 III-A2		113_4	WP_011296194.1
 III-A2		113_4	fig|1513890.4.peg.2322
 III-A2		113_4	fig|294.193.peg.980
 III-A2	 IIIIA2	113_4	fig|287.2516.peg.114
 III-A2	 IIIIA2	113_4	fig|2006083.3.peg.3219
 III-A2		113_4	fig|458817.8.peg.538
 III-A2		113_4	fig|1073383.3.peg.1289
 III-A2		113_4	fig|190893.14.peg.2110
 III-A2		113_4	fig|663.144.peg.2659
 III-A2		113_4	fig|55601.106.peg.926
 III-A2		113_4	fig|669.51.peg.5531
 III-A2		113_4	fig|1250059.5.peg.3511
 III-A2		113_4	fig|906888.6.peg.2449
 III-A2		113_4	WP_042276051.1
 III-A2		113_4	fig|1953167.3.peg.1254
 III-A4		67_2b	fig|991.14.peg.629
 III-A4		67_2b	fig|1121890.3.peg.5
 III-A4		67_2b	fig|387094.4.peg.1115
 III-A4		67_2b	fig|1946558.3.peg.2413
 III-A4		67_2b	fig|253.27.peg.2882
 III-A4		67_2b	fig|1685010.5.peg.4376
 III-A4		67_2b	fig|1500289.3.peg.4103
 III-A4		67_2b	fig|1500298.3.peg.2823
 III-A4		67_2b	fig|1797331.3.peg.2180
 III-A4		67_2b	fig|1947498.3.peg.1366
 III-A4		67_2b	WP_074239321.1
 III-A4		67_2b	fig|192149.7.peg.174
 III-A4		67_2b	fig|718222.3.peg.4924
 III-A4		67_2b	fig|1053210.3.peg.211
 III-A4		67_2b	fig|2026089.3.peg.6077
 III-A4		67_2b	fig|1938610.3.peg.3678
 III-A4		67_2b	fig|1947482.3.peg.632
 III-A4		67_2b	fig|1948844.3.peg.823
 III-A4		67_2b	fig|986.7.peg.83
 III-A4		67_2b	fig|1950382.3.peg.461
 III-A4		67_2b	fig|1947145.3.peg.376
 III-A4		67_2b	fig|1122989.3.peg.367
 III-A4		67_2b	fig|1896974.3.peg.2001
 III-A4		67_2b	fig|2014804.3.peg.4306
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1428.517.peg.2380
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1428.574.peg.3351
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1428.590.peg.5685
 II-A3	 IIA3 (Firmicutes)	42_1	fig|720554.3.peg.188
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1122203.4.peg.2283
 II-A3		na	fig|1462525.3.peg.3489
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1395513.3.peg.363
 II-A3		42_1	fig|1262834.3.peg.1229
 II-A3	 IIA3 (Firmicutes)	np	SCI87282.1
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1952116.3.peg.2349
 II-A3	 IIA3 (Firmicutes)	42_1	WP_069150959.1
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1265.10.peg.3100
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1120998.3.peg.2858
 II-A3	 IIA3 (Firmicutes)	42_1	WP_072702499.1
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1232453.3.peg.2795
 II-A3		42_1	fig|39485.11.peg.251
 II-A3		na	WP_072832325.1
